"観光地区名","平成１３年","平成１４年","平成１５年","平成１６年","平成１７年","平成１８年","平成１９年","平成２０年","平成２１年","平成２２年","平成２３年","平成２４年","平成２５年","平成２６年","平成２７年"
"西有田_計","812647.0","791864.0","753423.0","780015.0","783921.0","801158.0","838669.0","826983.0","787773.0","823384.0","882218.0","943507.0","921592.0","937228.0","954085.0"
"西有田_計","1.036643998566182","1.0101323985452615","0.9610955695790775","0.995017355065115","1.0","1.0219881850339512","1.0698386699680198","1.0549315556031793","1.0049137604426976","1.050340531762767","1.1253914616396294","1.203574084633528","1.1756184615541616","1.1955643489586323","1.2170677912697836"
"煙樹海岸白崎海岸道成寺御坊　他_宿泊客","174412.0","152899.0","139011.0","123860.0","144610.0","151340.0","152083.0","142236.0","142128.0","134414.0","122365.0","117540.0","122651.0","149257.0","154868.0"
"煙樹海岸白崎海岸道成寺御坊　他_宿泊客","1.2060853329645254","1.0573196874351705","0.9612820690132079","0.8565106147569325","1.0","1.0465389668764262","1.0516769241407924","0.9835834312979739","0.9828365949796003","0.9294931194246594","0.8461724638683356","0.8128068598298873","0.8481501970818063","1.032134707143351","1.0709356199432958"
"煙樹海岸白崎海岸道成寺御坊　他_日帰り客","1612307.0","1375066.0","1263348.0","1107130.0","1102793.0","1119233.0","1141185.0","1112171.0","1131742.0","1130978.0","951859.0","964815.0","961198.0","940060.0","825967.0"
"煙樹海岸白崎海岸道成寺御坊　他_日帰り客","1.4620214310391886","1.246894022722306","1.145589426120768","1.0039327416840695","1.0","1.0149076027867423","1.0348134237341007","1.008503862465576","1.0262506200166306","1.0255578336097526","0.8631347859480428","0.8748831376332639","0.8716032836624824","0.8524355885465359","0.7489773692796382"
"煙樹海岸白崎海岸道成寺御坊　他_計","1786719.0","1527965.0","1402359.0","1230990.0","1247403.0","1270573.0","1293268.0","1254407.0","1273870.0","1265392.0","1074224.0","1082355.0","1083849.0","1089317.0","980835.0"
"煙樹海岸白崎海岸道成寺御坊　他_計","1.432351052546771","1.2249168873251066","1.124222885466846","0.9868422634866199","1.0","1.0185745905693668","1.0367683900070788","1.0056148654444474","1.0212176818558236","1.014421161404935","0.8611683633917828","0.8676867059001782","0.8688843942174261","0.8732679013919319","0.7863016202462235"
"龍神温泉護摩壇山_宿泊客","91437.0","74095.0","67538.0","71890.0","69130.0","66927.0","66639.0","63859.0","59825.0","57555.0","45982.0","48769.0","49605.0","51243.0","60682.0"
"龍神温泉護摩壇山_宿泊客","1.3226819036597715","1.071821206422682","0.9769709243454361","1.0399247794011284","1.0","0.9681325039780124","0.9639664400405034","0.9237523506437147","0.8653985245190221","0.8325618400115724","0.6651526110227108","0.7054679589179806","0.7175611167365833","0.741255605381166","0.8777954578330681"
"龍神温泉護摩壇山_日帰り客","609301.0","562822.0","594610.0","675544.0","631701.0","608511.0","533875.0","519766.0","511865.0","537932.0","399727.0","547176.0","602009.0","618150.0","699411.0"
"龍神温泉護摩壇山_日帰り客","0.9645401859424","0.8909626548002931","0.9412839302138195","1.0694046708806857","1.0","0.9632895942859042","0.8451387602679116","0.8228038264938634","0.810296326901493","0.8515611024836117","0.6327787988304594","0.8661946078920248","0.9529967500447205","0.9785483955225652","1.1071867861535758"
"龍神温泉護摩壇山_計","700738.0","636917.0","662148.0","747434.0","700831.0","675438.0","600514.0","583625.0","571690.0","595487.0","445709.0","595945.0","651614.0","669393.0","760093.0"
"龍神温泉護摩壇山_計","0.9998673003905364","0.9088025501155057","0.9448040968507386","1.066496773116486","1.0","0.9637672991063466","0.8568599277143848","0.8327613932602868","0.8157316100457885","0.8496870144157436","0.6359721530582979","0.850340524320414","0.9297733690433214","0.9551418244912111","1.084559615656271"
"田辺中辺路百間山みなべ_宿泊客","330351.0","328028.0","343686.0","373856.0","347796.0","343498.0","368713.0","361670.0","331561.0","337693.0","304682.0","319163.0","356900.0","421054.0","441229.0"
"田辺中辺路百間山みなべ_宿泊客","0.9498412862712625","0.9431620835202245","0.9881827278059552","1.0749289813568874","1.0","0.9876421810486607","1.0601415772464318","1.039891200588851","0.9533203372091686","0.9709513622928383","0.8760365271595993","0.9176730037148213","1.0261762642468573","1.2106349699248986","1.2686431126292423"
"田辺中辺路百間山みなべ_日帰り客","1812759.0","1787177.0","1712880.0","2070524.0","2343217.0","2130052.0","2386593.0","2002634.0","1901629.0","1862711.0","1684289.0","1816564.0","1881358.0","1834689.0","1785998.0"
"田辺中辺路百間山みなべ_日帰り客","0.7736197714509583","0.7627023020061736","0.7309950380182458","0.8836245213311443","1.0","0.9090289119616323","1.0185113030504644","0.8546515324871747","0.8115462631075142","0.7949374727137948","0.7187934365447161","0.7752436073995708","0.8028953357712922","0.7829786997960496","0.7621991475821488"
"田辺中辺路百間山みなべ_計","2143110.0","2115205.0","2056566.0","2444380.0","2691013.0","2473550.0","2755306.0","2364304.0","2233190.0","2200404.0","1988971.0","2135727.0","2238258.0","2255743.0","2227227.0"
"田辺中辺路百間山みなべ_計","0.796395260818138","0.7860255598913867","0.7642348810652345","0.9083493836707589","1.0","0.9191891677966625","1.0238917463423625","0.8785925597535204","0.8298696438850351","0.8176861278633734","0.7391160875105397","0.7936516843285409","0.8317529495398202","0.8382505026917373","0.8276537497217591"
"白浜温泉椿温泉_宿泊客","1982736.0","1943132.0","1957134.0","1954511.0","1838758.0","1932913.0","2112745.0","2079941.0","2005651.0","1971610.0","1727264.0","1820179.0","1946709.0","1934981.0","2064264.0"
"白浜温泉椿温泉_宿泊客","1.078301766736025","1.0567633152377855","1.0643782379192912","1.0629517315492305","1.0","1.0512057595398634","1.1490065576873085","1.1311662546131682","1.0907639830798832","1.0722509432997709","0.93936450582404","0.9898958971218617","1.058708650077933","1.0523304317370747","1.12264039095955"
"白浜温泉椿温泉_日帰り客","1305481.0","1315932.0","1305190.0","1313010.0","1216953.0","1199296.0","1223877.0","1216344.0","1242618.0","1234488.0","1179549.0","1216979.0","1201510.0","1173522.0","1379766.0"
"白浜温泉椿温泉_日帰り客","1.0727456195925398","1.081333461522343","1.0725064977858636","1.0789323827625226","1.0","0.9854908118883803","1.0056896198949343","0.9994995698272653","1.0210895572795333","1.0144089377321885","0.9692642197356841","1.0000213648349607","0.987310109757731","0.9643116866468959","1.1337874182486916"
"白浜温泉椿温泉_計","3288217.0","3259064.0","3262324.0","3267521.0","3055711.0","3132209.0","3336622.0","3296285.0","3248269.0","3206098.0","2906813.0","3037158.0","3148219.0","3108503.0","3444030.0"
"白浜温泉椿温泉_計","1.076089001872232","1.0665485054051251","1.06761536022222","1.0693161100640736","1.0","1.0250344355208985","1.0919298323696187","1.0787293039165027","1.0630157760337937","1.049215059932042","0.9512722243693857","0.9939284179688459","1.0302738053435028","1.0172765029153608","1.1270797532881873"
"枯木灘_宿泊客","99247.0","95503.0","80962.0","68752.0","85375.0","79067.0","81962.0","76843.0","77436.0","75553.0","59478.0","65789.0","65263.0","69952.0","67674.0"
"枯木灘_宿泊客","1.1624831625183016","1.1186295754026354","0.9483103953147877","0.805294289897511","1.0","0.9261142020497803","0.9600234260614934","0.9000644216691068","0.9070102489019034","0.8849546120058566","0.6966676427525622","0.7705885797950219","0.7644275256222548","0.8193499267935578","0.7926676427525622"
"枯木灘_日帰り客","347173.0","314826.0","283099.0","290378.0","314295.0","319502.0","326684.0","326445.0","335151.0","320264.0","267945.0","327163.0","304479.0","306689.0","645590.0"
"枯木灘_日帰り客","1.1046087274694156","1.0016894955376319","0.9007429325951734","0.9239027028746878","1.0","1.0165672377861563","1.0394183808205666","1.0386579487424235","1.0663580394215626","1.0189917116085208","0.852527084427051","1.0409424267010292","0.9687681954851334","0.9757998059148253","2.0540893109976297"
"枯木灘_計","446420.0","410329.0","364061.0","359130.0","399670.0","398569.0","408646.0","403288.0","412587.0","395817.0","327423.0","392952.0","369742.0","376641.0","713264.0"
"枯木灘_計","1.1169715014887283","1.02666950233943","0.9109039957965321","0.8985663172116997","1.0","0.9972452273125328","1.0224585282858358","1.0090524682863362","1.0323191633097306","0.9903595466259664","0.8192333675282107","0.9831911326844647","0.9251182225335902","0.9423799634698626","1.7846323216653739"
"串本_宿泊客","296143.0","301741.0","291640.0","304884.0","281639.0","293472.0","299589.0","310157.0","299783.0","339536.0","290257.0","285689.0","251813.0","261027.0","280524.0"
"串本_宿泊客","1.0514985495616729","1.0713750581418056","1.0355099968399264","1.0825347341809906","1.0","1.0420147777829065","1.0637340709205756","1.1012572832597758","1.0644228959767645","1.2055716715369675","1.0305994553311153","1.0143801107090993","0.8940984735778781","0.9268141131022337","0.9960410312492233"
"串本_日帰り客","1024450.0","976983.0","958793.0","900375.0","794746.0","891677.0","948046.0","980218.0","857255.0","870590.0","711753.0","793357.0","914395.0","908981.0","1025667.0"
"串本_日帰り客","1.2890281926552634","1.229302192146925","1.2064143764171193","1.132909130715977","1.0","1.1219647535187343","1.1928918170082015","1.2333726750433471","1.0786528022789672","1.095431748005023","0.89557292518616","0.9982522717950137","1.1505499870398845","1.1437377476577422","1.290559499513052"
"串本_計","1320593.0","1278724.0","1250433.0","1205259.0","1076385.0","1185149.0","1247635.0","1290375.0","1157038.0","1210126.0","1002010.0","1079046.0","1166208.0","1170008.0","1306191.0"
"串本_計","1.2268779293654222","1.1879801372185603","1.1616967906464695","1.1197285357934197","1.0","1.1010456295842102","1.1590973489968739","1.198804331164035","1.0749295094227438","1.1242501521295818","0.9309029761655913","1.0024721637703982","1.0834487660084449","1.0869791013438501","1.213497958444237"
"勝浦温泉湯川温泉_宿泊客","1024914.0","992950.0","954922.0","965497.0","954343.0","968491.0","991311.0","957001.0","842354.0","803338.0","618447.0","679408.0","745418.0","729039.0","701957.0"
"勝浦温泉湯川温泉_宿泊客","1.073947207660139","1.0404540086740302","1.000606700106775","1.0116876217460598","1.0","1.0148248585676218","1.0387365968001023","1.0027851621482005","0.8826533018002961","0.8417707260387512","0.6480343021324618","0.711911754997941","0.7810797585354532","0.7639171660503613","0.7355395282408945"
"勝浦温泉湯川温泉_日帰り客","1166586.0","1137545.0","1058576.0","1092991.0","1077111.0","1068833.0","1125016.0","1097456.0","991857.0","971642.0","818215.0","848443.0","910607.0","899361.0","962383.0"
"勝浦温泉湯川温泉_日帰り客","1.0830694329553778","1.0561074949564158","0.9827919313794029","1.0147431416075037","1.0","0.9923146268119071","1.04447545331911","1.0188884896728378","0.920849383211201","0.9020815867631098","0.7596385145077899","0.7877024744896302","0.8454161177445965","0.8349752253945972","0.8934854439328909"
"勝浦温泉湯川温泉_計","2191500.0","2130495.0","2013498.0","2058488.0","2031454.0","2037324.0","2116327.0","2054457.0","1834211.0","1774980.0","1436662.0","1527851.0","1656025.0","1628400.0","1664340.0"
"勝浦温泉湯川温泉_計","1.0787839645889101","1.0487537497772532","0.9911610107834093","1.0133077096503293","1.0","1.002889555953519","1.0417794348284528","1.0113234166267118","0.9029055051209626","0.8737485564526689","0.7072087283295609","0.7520972662930099","0.8151919757966462","0.8015933415179473","0.8192851031822527"
"熊野本宮温泉郷_宿泊客","178297.0","172282.0","150897.0","167860.0","159307.0","147248.0","145059.0","145083.0","136749.0","136860.0","98309.0","110970.0","121109.0","119635.0","138932.0"
"熊野本宮温泉郷_宿泊客","1.1192038014650958","1.0814465152190424","0.9472088483243046","1.0536887895698244","1.0","0.9243033890538395","0.9105626243667887","0.9107132768804886","0.8583991914981765","0.8590959593740388","0.6171040820554025","0.6965795602202037","0.7602239700703672","0.7509713948539612","0.8721022930568023"
"熊野本宮温泉郷_日帰り客","415594.0","420772.0","450610.0","983173.0","1339907.0","1145627.0","1190298.0","1257145.0","1247258.0","1383662.0","884823.0","1120604.0","1245045.0","1310000.0","1346800.0"
"熊野本宮温泉郷_日帰り客","0.31016630258667205","0.31403074989532853","0.3362994595893596","0.7337621193112657","1.0","0.8550048622777551","0.8883437432597934","0.9382330266205042","0.930854156295922","1.0326552514465557","0.6603615027013069","0.8363296855677297","0.9292025491321413","0.9776797941946718","1.0051443868865526"
"熊野本宮温泉郷_計","593891.0","593054.0","601507.0","1151033.0","1499214.0","1292875.0","1335357.0","1402228.0","1384007.0","1520522.0","983132.0","1231574.0","1366154.0","1429635.0","1485732.0"
"熊野本宮温泉郷_計","0.3961349080251385","0.3955766154798448","0.4012149032759833","0.7677576383358213","1.0","0.8623685477857064","0.8907047292781417","0.9353087684613404","0.9231550665882255","1.0142127808304886","0.655764954169318","0.8214797887426345","0.9112468266705087","0.9535896809928402","0.9910072878188171"
"新宮瀞峡_宿泊客","129709.0","128278.0","124619.0","122847.0","118387.0","99062.0","117582.0","110489.0","102318.0","109440.0","96691.0","101717.0","107283.0","117761.0","133078.0"
"新宮瀞峡_宿泊客","1.0956355005194827","1.0835480246986577","1.0526409149653255","1.0376730553185738","1.0","0.8367641717418297","0.9932002669211991","0.933286593967243","0.8642671914990666","0.9244258237813273","0.8167366349345789","0.859190620591788","0.9062059178794969","0.994712257257976","1.1240930169697687"
"新宮瀞峡_日帰り客","1162076.0","1170540.0","1173452.0","1233920.0","1239646.0","1222251.0","1176680.0","1115025.0","1096803.0","1110921.0","855005.0","932138.0","965133.0","1161843.0","1172209.0"
"新宮瀞峡_日帰り客","0.9374256844292644","0.9442534400949949","0.9466024978098586","0.9953809393972151","1.0","0.9859677682177008","0.9492064670075167","0.8994704939958665","0.8847711362760013","0.8961598714471712","0.6897170643877365","0.751938859964861","0.7785553295053588","0.9372377275447991","0.9455997921987406"
"新宮瀞峡_計","1291785.0","1298818.0","1298071.0","1356767.0","1358033.0","1321313.0","1294262.0","1225514.0","1199121.0","1220361.0","951696.0","1033855.0","1072416.0","1279604.0","1305287.0"
"新宮瀞峡_計","0.9512176802772834","0.9563964940469046","0.9558464337759097","0.9990677693399204","1.0","0.9729608927029019","0.9530416418452277","0.9024184242945495","0.8829836977451947","0.8986239656915553","0.700790039711848","0.7612885695708426","0.7896833140284515","0.9422480897003239","0.9611600012665377"
"海南生石山　　周　辺_宿泊客","89300.0","94304.0","76308.0","71697.0","67231.0","63387.0","65914.0","63401.0","65667.0","64661.0","61083.0","63390.0","61920.0","58886.0","67062.0"
"海南生石山　　周　辺_宿泊客","1.328256310333031","1.4026862608023085","1.1350121223840193","1.0664276896074727","1.0","0.9428239948833128","0.9804108223884815","0.9430322321548096","0.9767369219556454","0.9617735865895197","0.9085540896312713","0.9428686171557763","0.9210037036486145","0.875875712097098","0.9974862786512174"
"海南生石山　　周　辺_日帰り客","2391960.0","2478157.0","2619485.0","2550310.0","2510670.0","2358027.0","2277975.0","2206737.0","2457331.0","2343852.0","2221105.0","2436704.0","2437358.0","2497169.0","2643001.0"
"海南生石山　　周　辺_日帰り客","0.9527178004277742","0.9870500702999597","1.0433410205244018","1.0157886141946173","1.0","0.9392022846491176","0.9073175686171421","0.8789434692731423","0.9787550733469552","0.933556381364337","0.884666244468608","0.970539338104968","0.9707998263411759","0.9946225509525346","1.0527074446263347"
"海南生石山　　周　辺_計","2481260.0","2572461.0","2695793.0","2622007.0","2577901.0","2421414.0","2343889.0","2270138.0","2522998.0","2408513.0","2282188.0","2500094.0","2499278.0","2556055.0","2710063.0"
"海南生石山　　周　辺_計","0.9625117488995892","0.9978897560457132","1.0457317794593353","1.0171092683543705","1.0","0.9392967379274844","0.9092238220164389","0.88061488784868","0.9787024404738583","0.9342922788733935","0.8852892333724219","0.9698176927663242","0.9695011561731812","0.9915256637085753","1.0512672907144223"
"紀仙郷_宿泊客","37629.0","31441.0","31310.0","37042.0","37609.0","34567.0","34429.0","35369.0","34283.0","30567.0","33803.0","33283.0","34218.0","39072.0","52575.0"
"紀仙郷_宿泊客","1.000531787604031","0.835996702916855","0.8325134941104523","0.9849238214257225","1.0","0.9191151054268925","0.915445770959079","0.9404397883485336","0.911563721449653","0.8127575846207025","0.8988008189529102","0.8849743412481055","0.9098354117365525","1.038900263234864","1.39793666409636"
"紀仙郷_日帰り客","3243640.0","3308858.0","3212311.0","3138219.0","2899111.0","2943080.0","3355258.0","3289907.0","3445758.0","3347512.0","2975905.0","2870842.0","2738894.0","2639875.0","2834001.0"
"紀仙郷_日帰り客","1.1188395339122925","1.1413353955747123","1.1080331177385068","1.0824763177401624","1.0","1.0151663734158505","1.157340301906343","1.1347985641115501","1.188556767919545","1.1546684483622738","1.026488809845501","0.9902490798041192","0.9447358172901968","0.9105808642718406","0.9775413911368002"
"紀仙郷_計","3281269.0","3340299.0","3243621.0","3175261.0","2936720.0","2977647.0","3389687.0","3325276.0","3480041.0","3378079.0","3009708.0","2904125.0","2773112.0","2678947.0","2886576.0"
"紀仙郷_計","1.1173244299763","1.1374250864910513","1.104504685499469","1.0812270151733907","1.0","1.0139362962761176","1.1542424882181481","1.1323095153777003","1.1850094663434034","1.1502897790732518","1.0248535781416002","0.9889008826173418","0.9442888664905064","0.9122241820806887","0.9829251682148792"
"橋本周辺_宿泊客","46132.0","51564.0","51647.0","52500.0","54537.0","55516.0","54547.0","57835.0","47546.0","42810.0","35590.0","41756.0","47224.0","80539.0","100112.0"
"橋本周辺_宿泊客","0.8458844454223738","0.9454865504153144","0.9470084529768781","0.9626492106276473","1.0","1.0179511157562755","1.0001833617544054","1.0604727066028568","0.8718117974952785","0.7849716706089443","0.6525844839283422","0.7656453416946294","0.8659075490034288","1.476777233804573","1.8356711957020004"
"橋本周辺_日帰り客","1300348.0","1431172.0","1322065.0","1651178.0","1732704.0","2027850.0","2078073.0","2040120.0","2057817.0","2112196.0","1987618.0","1926775.0","1871069.0","2294448.0","2811839.0"
"橋本周辺_日帰り客","0.7504732487487765","0.8259760466877205","0.7630068378672872","0.9529486859844497","1.0","1.1703383843980275","1.199323715995346","1.177419801651061","1.187633317635326","1.2190172124032725","1.1471191848117162","1.112004704785122","1.0798549550298262","1.324200786747188","1.622804010379153"
"橋本周辺_計","1346480.0","1482736.0","1373712.0","1703678.0","1787241.0","2083366.0","2132620.0","2097955.0","2105363.0","2155006.0","2023208.0","1968531.0","1918293.0","2374987.0","2911951.0"
"橋本周辺_計","0.753384686228662","0.8296228656347969","0.7686215792945663","0.9532446939164891","1.0","1.1656883430941882","1.1932470215264757","1.173851204174479","1.1779961404197867","1.2057724727666834","1.1320286407932674","1.1014356765539735","1.073326428836402","1.3288566007606137","1.629299574036182"
"その他_宿泊客","97903.0","100783.0","92658.0","80380.0","82765.0","79917.0","84523.0","78295.0","74402.0","67370.0","60152.0","58310.0","62587.0","60920.0","65350.0"
"その他_宿泊客","1.1829034011961579","1.2177007189029179","1.1195312028031172","0.9711834712740893","1.0","0.9655893191566484","1.0212408626835014","0.9459916631426327","0.898954872228599","0.8139914214945931","0.7267806439920256","0.704524859542077","0.756201292817012","0.7360599287138283","0.789584969491935"
"その他_日帰り客","1591913.0","1505048.0","1387030.0","1353005.0","1338545.0","1386913.0","1454501.0","1493202.0","1526101.0","1642734.0","1580749.0","1576327.0","1613450.0","1608314.0","1567737.0"
"その他_日帰り客","1.189286127847775","1.1243910365359402","1.0362221666062776","1.010802774654569","1.0","1.036134758263637","1.0866283912756014","1.115541128613532","1.1401193086523054","1.2272534729874602","1.1809457283841784","1.1776421412802707","1.205375986612329","1.2015389844943576","1.1712247253547696"
"その他_計","1689816.0","1605831.0","1479688.0","1433385.0","1421310.0","1466830.0","1539024.0","1571497.0","1600503.0","1710104.0","1640901.0","1634637.0","1676037.0","1669234.0","1633087.0"
"その他_計","1.188914452160331","1.1298245984338393","1.041073375970056","1.0084956835595331","1.0","1.0320267921846746","1.0828207780146484","1.105668010497358","1.1260759440234713","1.203188607692903","1.154499018511092","1.150091816704308","1.1792198746227072","1.1744334452019616","1.1490012734730637"
"合計_宿泊客","5598217.0","5477301.0","5345518.0","5453965.0","5215435.0","5295109.0","5566656.0","5455218.0","5135953.0","5090545.0","4339469.0","4646622.0","4965997.0","5181239.0","5686106.0"
"合計_宿泊客","1.073394069718058","1.050209809919978","1.0249419271834468","1.0457353988689342","1.0","1.015276578080256","1.0673426090057685","1.0459756472854134","0.9847602357233864","0.9760537711619452","0.8320435399923496","0.8909366141079316","0.9521731169116286","0.9934433081804298","1.0902457800739536"
"合計_日帰り客","24662057.0","24705006.0","24023733.0","25436751.0","25193098.0","25347702.0","26515888.0","25888280.0","25831480.0","25876001.0","23277960.0","24514267.0","25049509.0","25640005.0","27713275.0"
"合計_日帰り客","0.9789211711874419","0.9806259635079417","0.9535839141339426","1.0096714187354012","1.0","1.0061367601554998","1.0525060474896735","1.0275941450313097","1.0253395592713528","1.0271067496343642","0.9239816397332317","0.9730548819363145","0.9943004627696046","1.0177392633490332","1.1000344221262506"
"合計_計","30260274.0","30182307.0","29369251.0","30890716.0","30408533.0","30642811.0","32082544.0","31343498.0","30967433.0","30966546.0","27617429.0","29160889.0","30015506.0","30821244.0","33399381.0"
"合計_計","0.9951244277387534","0.9925604434781513","0.9658226853626908","1.0158568320280363","1.0","1.0077043506176375","1.0550506990916004","1.0307467972887743","1.0183797094059093","1.0183505399619246","0.9082131321494529","0.9589705955233027","0.987075108161252","1.0135722101424622","1.0983555503976465"
